69|321|0
69|303|1
69|309|1
69|315|0
70|303|1
70|345|3
70|303|6
70|330|3
70|324|2
71|324|0
71|327|2
71|300|0
71|324|2
71|342|2
72|339|1
72|333|6
72|315|0
72|324|2
72|348|5
73|300|3
73|327|5
73|345|1
73|309|5
73|345|0
74|300|3
74|330|5
74|315|2
74|336|0
74|345|5
75|324|0
75|312|0
75|348|3
75|309|1
75|333|2
76|306|4
76|312|3
76|324|3
76|318|6
76|339|1
77|333|6
77|300|6
77|312|4
77|339|2
77|345|2
78|303|4
78|330|3
78|330|1
78|306|0
78|303|2
79|348|1
79|318|5
79|324|0
79|342|3
79|336|2
80|318|6
80|342|2
80|330|5
80|324|3
80|300|5
81|303|6
81|324|3
81|303|6
81|339|0
81|324|5
82|330|1
82|348|6
82|324|1
82|300|6
82|339|2
83|318|5
83|309|2
83|300|3
83|330|5
83|306|6
84|330|1
84|330|1
84|327|6
84|321|6
84|333|3
85|324|0
85|312|4
85|303|4
85|330|4
85|324|4
86|324|5
86|339|2
86|300|5
86|303|2
86|318|0
87|336|4
87|300|3
87|312|3
87|327|2
87|312|0
88|327|2
88|309|1
88|339|5
88|300|2
88|336|6
89|327|2
89|318|5
89|348|5
89|342|6
89|315|6
90|315|2
90|300|4
90|339|3
90|324|2
90|309|0
91|336|2
91|345|2
91|348|2
91|300|2
91|348|3
92|318|1
92|327|2
92|342|4
92|348|4
92|309|5
93|312|2
93|330|4
93|330|1
93|336|5
93|324|2
94|300|1
94|342|6
94|315|2
94|309|2
94|318|3
95|315|0
95|348|1
95|318|5
95|309|2
95|348|5
96|312|4
96|330|5
96|324|2
96|321|6
96|321|5
97|306|0
97|309|3
97|345|3
97|327|4
97|339|6
98|339|6
98|315|3
98|345|4
98|309|6
98|339|3
99|345|3
99|330|0
99|342|2
99|339|0
99|306|6
100|327|1
100|315|1
100|330|2
100|348|5
100|324|1
101|309|5
101|306|5
101|306|5
101|327|3
101|300|5
102|342|0
102|333|6
102|333|4
102|327|0
102|339|0
103|339|1
103|348|0
103|339|4
103|348|3
103|327|2
104|303|4
104|339|5
104|318|5
104|303|5
104|300|2
105|318|5
105|300|0
105|342|6
105|333|1
105|345|2
106|324|3
106|342|5
106|333|2
106|345|4
106|348|0
107|342|6
107|321|2
107|336|6
107|303|6
107|339|4
108|303|3
108|339|4
108|306|2
108|330|6
108|315|1
109|315|5
109|309|3
109|342|3
109|336|2
109|348|6
110|300|3
110|315|1
110|303|5
110|300|2
110|333|0
111|348|2
111|327|4
111|327|4
111|303|4
111|318|3
112|345|6
112|330|0
112|312|3
112|300|4
112|327|0
113|339|5
113|342|4
113|321|4
113|309|4
113|309|6
114|339|2
114|318|4
114|306|5
114|333|3
114|312|5
115|315|6
115|315|1
115|309|2
115|315|6
115|321|0
116|306|4
116|306|1
116|345|6
116|336|1
116|318|5
117|309|1
117|306|6
117|333|1
117|330|5
117|306|3
118|324|1
118|315|4
118|303|1
118|315|4
118|330|6
119|318|0
119|318|5
119|321|5
119|306|1
119|339|2
120|321|1
120|333|1
120|312|1
120|339|2
120|327|6
121|330|0
121|330|6
121|306|6
121|330|5
121|330|0
122|339|6
122|303|5
122|300|5
122|306|0
122|330|5
123|336|1
123|330|0
123|315|2
123|336|2
123|312|5
124|309|0
124|306|2
124|321|4
124|330|1
124|336|5
125|318|6
125|303|0
125|330|1
125|348|5
125|330|4
126|342|4
126|315|3
126|303|3
126|348|1
126|315|1
127|324|2
127|336|3
127|342|1
127|321|0
127|300|6
128|330|4
128|342|4
128|333|2
128|339|3
128|330|0
129|342|0
129|312|2
129|336|0
129|321|0
129|336|3
130|339|4
130|333|6
130|348|5
130|306|2
130|324|5
131|303|4
131|312|2
131|348|5
131|333|0
131|315|6
132|309|6
132|333|1
132|339|5
132|318|0
132|342|5
133|333|1
133|306|1
133|300|0
133|324|2
133|321|5
134|324|2
134|339|6
134|315|5
134|348|1
134|324|1
135|318|3
135|321|0
135|318|3
135|330|5
135|312|1
136|327|2
136|321|3
136|339|0
136|306|3
136|330|0
137|306|0
137|327|3
137|336|4
137|300|5
137|339|5
138|330|2
138|330|2
138|300|3
138|309|3
138|339|4
139|312|1
139|315|5
139|336|4
139|321|1
139|345|5
140|303|6
140|348|0
140|309|1
140|336|1
140|348|0
141|300|5
141|324|5
141|309|5
141|345|1
141|306|4
142|300|6
142|330|3
142|312|5
142|339|1
142|315|4
143|303|0
143|327|6
143|327|6
143|336|3
143|333|6
144|303|2
144|336|6
144|312|5
144|333|1
144|303|4
145|318|6
145|312|6
145|318|2
145|348|6
145|327|3
146|300|0
146|336|5
146|321|2
146|321|3
146|330|2
147|300|1
147|321|2
147|315|6
147|348|6
147|336|0
148|330|1
148|327|4
148|309|3
148|342|1
148|336|1
149|303|1
149|324|5
149|336|6
149|342|5
149|345|1
150|309|6
150|327|3
150|339|4
150|330|1
150|327|0
151|315|2
151|300|3
151|339|0
151|306|0
151|312|5
152|348|1
152|312|1
152|342|0
152|345|4
152|342|5
153|300|5
153|303|6
153|300|2
153|342|0
153|348|1
154|327|4
154|330|0
154|348|5
154|318|6
154|306|0
155|348|2
155|330|0
155|333|1
155|330|0
155|309|2
156|345|3
156|312|3
156|309|5
156|336|2
156|315|4
157|309|2
157|324|3
157|348|4
157|312|5
157|342|2
158|348|3
158|321|0
158|339|4
158|333|3
158|348|0
159|336|4
159|345|1
159|312|4
159|324|6
159|321|3
160|336|3
160|339|1
160|300|3
160|306|0
160|327|0
161|312|0
161|306|0
161|324|5
161|336|1
161|315|0
162|303|1
162|315|4
162|348|3
162|336|1
162|300|6
163|330|1
163|336|1
163|342|0
163|339|0
163|309|3
164|300|1
164|339|0
164|318|2
164|339|1
164|312|1
165|303|2
165|330|5
165|318|5
165|321|5
165|327|1
166|303|4
166|339|0
166|321|4
166|300|5
166|306|5
167|330|5
167|327|4
167|339|2
167|327|0
167|330|6
